VB_ID,ID_Num,FIRE_NAME,FIRE_YEAR,WFU,Veg,AGENCY,ICS_CODE,PCT_FS,FIRESIZE_HA,BA90_HA,BA90_PCT,MaxPatch_HA,IGNITION_DATE,CONT_DATE,sdc,MSI,AWMSI,MPFD,AWMPFD,max_tmmx,max_tmmn,min_rmax,max_bi
1988SIMPSON,185,SIMPSON,1988,yes,Forest,NPS,KNP,0.0,492,10,2.0,7,19880721,19880901.0,0.021722393665069225,0.083119698583998,0.03862927744946037,1.3829222534029808,1.3732133071183688,27.739678955078148,16.174645996093773,36.4641227722168,58.78520202636719
1988USF05131988000061,148, ,1988,no,Forest,USF,SQF,97.29,286,67,23.5,33,19880704,19880705.0,0.012959570867964664,0.0874605632908918,0.02525658959822317,1.3853812834327364,1.3658817084759716,29.497857666015648,12.908959960937523,52.07136154174805,66.20344543457031
1988USFS_ASSIST3,188,USFS ASSIST 3,1988,no,Forest,CDF,NEU,87.89,244,7,3.1,5,19880327,19880404.0,0.024799288611169104,0.04520840455205016,0.0377509302179056,1.3621311569174004,1.3663252237247587,18.317590332031273,5.552545166015648,44.627933502197266,72.0772933959961
1988VERN,189,VERN,1988,yes,Forest,NPS,YNP,0.0,289,4,1.3,3,19880910,19881110.0,0.021096285906115213,0.06862179224447498,0.03565891079835353,1.3454100533871987,1.3170761690335353,24.828210449218773,8.075921630859398,32.68151092529297,78.86235809326172
1988WALKER,190,WALKER,1988,no,Forest,NPS,YNP,0.0,1247,283,22.7,176,19880620,19881110.0,0.005786493233539403,0.08027743650475852,0.014934517246811907,1.3707871430314988,1.342941156189291,29.535058593750023,14.926751708984398,25.559707641601562,80.0749740600586
1989BALCH,193,BALCH,1989,no,Forest,USF,SNF,100.0,3584,574,16.0,161,19890729,19890809.0,0.008951329967628251,0.07671656262252492,0.020967234029703068,1.3738799136333515,1.357224550636442,30.988854980468773,16.781732177734398,46.46934127807617,59.250308990478516
1989LAYMAN,197,LAYMAN,1989,no,Forest,USF,PNF,90.8,2012,580,28.8,212,19890906,19890912.0,0.006540007947190193,0.07778148435716623,0.0148467559423359,1.37478168419142,1.3604105696436481,24.067681884765648,7.024285888671898,47.923675537109375,65.80005645751953
1989POWERHOUSE,202,POWDERHOUSE,1989,no,Forest,USF,SNF,62.04,4863,480,9.9,99,19890728,19890803.0,0.011487691958886057,0.0737729297442803,0.023724397624978882,1.3720094353417733,1.365540375339806,37.01311645507815,16.225579833984398,44.95494842529297,63.803443908691406
1989RACK,203,RACK,1989,no,Forest,USF,PNF,100.0,1400,552,39.4,189,19890708,19890712.0,0.0065815207018212925,0.07163175739636622,0.015303033472810252,1.37135284595781,1.3584451122876677,29.186547851562523,10.341912841796898,46.700748443603516,70.10778045654297
1990A_ROCK,210,A-ROCK,1990,no,Forest,NPS,YNP,59.24,7281,2682,36.8,1513,19900807,19900821.0,0.002949310643554034,0.07071715378392911,0.008866929675604195,1.3662895465348253,1.3436430016091443,35.6170593261719,20.101617431640648,47.259132385253906,58.0953483581543
1990AVALANCHE,211,AVALANCHE,1990,yes,Forest,NPS,KNP,0.0,1157,161,13.9,38,19900713,19901029.0,0.01199017976820307,0.07672800045652342,0.024060706517560204,1.375945346119091,1.3466332178461304,27.280816650390648,15.440637207031273,19.504304885864258,60.475521087646484
1990BUTTES,214,BUTTES,1990,no,Forest,USF,TNF,68.18,122,44,36.3,41,19900807,19900813.0,0.006369873380719479,0.06970034265796887,0.014198777225257121,1.3629866760004452,1.319452891213493,33.57875976562502,17.215051269531273,40.06689453125,68.85994720458984
1990CALNF00000109,207,1990CALNF00000109,1990,no,Forest,USF,LNF,100.0,136,71,51.9,71,19900911,19900913.0,0.005503228721908974,0.01096938585655937,0.01096938585655937,1.3298117365405422,1.3298117365405422,27.526147460937523,8.609857177734398,59.93800354003906,60.501834869384766
1990COTTONWOOD,216,COTTONWOOD,1990,no,Forest,CDF,TCU,85.83,991,326,32.9,205,19900913,19900920.0,0.004631710587843861,0.059814204156480054,0.01230769218814698,1.3599032035653735,1.3322315617488656,30.434442138671898,12.044671630859398,45.23606491088867,58.80581283569336
1990GREENHORN,221,GREENHORN,1990,no,Forest,USF,PNF,79.06,165,45,27.3,22,19900629,19900703.0,0.009034247821544007,0.056465193174051756,0.018217822300710944,1.3505525110227323,1.3113634736321795,23.868615722656273,9.160485839843773,47.07829666137695,69.7235107421875
1990KIRCH,222,KIRCH,1990,no,Forest,USF,SNF,95.36,1507,165,11.0,66,19900720,19900724.0,0.01322752900206831,0.06839064515560997,0.025755102248837976,1.364737834055485,1.3634310481219465,36.5148864746094,20.128320312500023,49.405418395996094,55.25349426269531
1990LAUREL_LAKE2,223,LAUREL LAKE 2,1990,no,Forest,NPS,YNP,0.0,336,5,1.4,1,19900813,19900820.0,0.041907809363753316,0.08289682251740466,0.06666666336670801,1.3795656246513666,1.3667602877617449,25.893640136718773,10.774804687500023,48.049800872802734,56.89210510253906
1990LONG_VALLEY,225,LONG VALLEY,1990,no,Forest,CDF,SHU,81.3,290,73,25.3,70,19900810,19900817.0,0.0064857761195291795,0.04248193718393176,0.013024012769134367,1.35044495716719,1.3362274737296196,34.04689941406252,15.709893798828148,48.34210205078125,70.75691223144531
1990PIUTE,227,PIUTE,1990,no,Forest,NPS,YNP,0.0,224,14,6.1,3,19900813,19900914.0,0.028327476497257288,0.07854719731394313,0.049561403956841645,1.3677705428707283,1.3402985653884576,28.226373291015648,13.434594726562523,28.96477508544922,67.00125885009766
1990RECER,228,RECER,1990,no,Forest,USF,MNF,95.38,1389,207,14.9,74,19900808,19900902.0,0.008349162304258256,0.08474935137969397,0.017604606692836353,1.3830244164828438,1.3631924147603829,35.29482421875002,21.896661376953148,36.02407455444336,58.67902755737305
1990SAVAGE,229,SAVAGE,1990,no,Forest,USF,SNF,94.27,786,224,28.5,106,19900830,19900902.0,0.008106043959998437,0.05821408247099059,0.01820368795756999,1.3549331709892927,1.3473860202358237,31.088220214843773,13.645623779296898,52.27363586425781,51.53372573852539
1990STEAMBOAT,230,STEAMBOAT,1990,no,Forest,NPS,YNP,0.0,2470,338,13.7,132,19900807,19900820.0,0.007326042142520902,0.06913963166971536,0.014622516789934098,1.370320102978836,1.3405828786817104,33.23262939453127,18.488549804687523,48.611751556396484,54.861183166503906
1990STORMY,231,STORMY,1990,no,Forest,USF,SQF,98.39,9493,6114,64.4,5218,19900805,19900901.0,0.0021058930543085452,0.08511065161896433,0.006473942007214756,1.3791313428065937,1.4017224717791061,32.0908142089844,18.778405761718773,51.50593566894531,67.71172332763672
1990T_GROVE4,232,T-GROVE 4,1990,no,Forest,NPS,YNP,0.0,301,4,1.3,3,19900807,19900816.0,0.021834245962004666,0.05592591616354867,0.03851851041990181,1.349162145012941,1.3239780662207445,32.91036376953127,17.583764648437523,54.476409912109375,55.48313903808594
1990WALKER,233,WALKER,1990,no,Forest,USF,PNF,100.0,472,134,28.4,93,19900806,19900808.0,0.0062870725062348694,0.073099130867408,0.015033557585838834,1.3741440408766392,1.3345939325378406,31.162500000000023,15.657739257812523,39.34284591674805,59.19094467163086
1991BEAR,236,BEAR,1991,no,Forest,USF,MNF,100.0,339,15,4.5,13,19910128,19910201.0,0.01529939517200389,0.08097166628488578,0.02962964886836651,1.3740193362854132,1.3594346818742078,12.084802246093773,-0.031042480468727263,31.0860595703125,41.26060104370117
1991FROG,238,FROG,1991,yes,Forest,NPS,YNP,0.0,1232,32,2.6,4,19910906,19910921.0,0.02744753739883402,0.08208684664050075,0.04783427155681178,1.3708125643102895,1.3498646950221338,27.679803466796898,10.710473632812523,33.92631149291992,68.62972259521484
1991ILL,239,ILL,1991,no,Forest,NPS,YNP,0.0,1430,250,17.5,91,19910907,19910924.0,0.010246469708850181,0.06190575396251723,0.021384099281770437,1.3633466180179354,1.365490637331674,25.271752929687523,10.081597900390648,33.46721267700195,71.68814849853516
1991ROCK,242,ROCK,1991,no,Forest,USF,SHF,94.0,451,240,53.2,231,19910918,19910922.0,0.004058688502923021,0.08942654513735486,0.009630461334681973,1.3879829232885745,1.3497338390199316,37.75563964843752,12.438226318359398,54.52681350708008,52.999671936035156
1992CALLBOX,248,CALLBOX,1992,no,Forest,USF,SQF,100.0,648,253,39.0,93,19920524,19920524.0,0.010302051717274087,0.0734032335263916,0.021206797809344122,1.3745663810766613,1.3824697242740944,30.820397949218773,14.666925048828148,48.81047058105469,56.631187438964844
1992CHAGOOPA,249,CHAGOOPA,1992,yes,Forest,NPS,KNP,0.0,255,17,6.7,5,19920715,19920920.0,0.019172394627857924,0.06562333906823382,0.034215167968372,1.362533839609187,1.3366066423695975,24.454400634765648,10.859460449218773,29.738954544067383,74.2899169921875
1992CLEVELAND,250,CLEVELAND,1992,no,Forest,USF,ENF,46.52,9258,5252,56.7,2307,19920929,19921012.0,0.0019955012210977675,0.07885407338730467,0.006578162176425295,1.3701343440994496,1.3608872383379444,28.317590332031273,13.831414794921898,21.90872573852539,60.845394134521484
1992DOME,253,DOME,1992,no,Forest,NPS,YNP,0.0,100,15,14.9,7,19920621,19920627.0,0.019357876947797073,0.04122223391483253,0.031726917494073144,1.3599893038937634,1.3490570432061815,22.593988037109398,10.790521240234398,46.818336486816406,46.60371398925781
1992ITALIAN,256,ITALIAN,1992,no,Forest,USF,SNF,74.13,888,11,1.2,4,19920813,19920820.0,0.03075411926649499,0.09169241198348146,0.05470083538960228,1.3847903683535352,1.3623713882461561,38.77852783203127,21.512109375000023,45.435340881347656,54.87507247924805
1992MUD,258,MUD FIRE,1992,no,Forest,CDF,LMU,56.41,311,205,66.0,205,19920812,19920819.0,0.003821693843955515,0.0070098879222409245,0.0070098879222409245,1.3176645681181394,1.3176645681181394,32.76900634765627,13.144372558593773,49.34187316894531,65.2523422241211
1992OSTRANDER,259,OSTRANDER,1992,yes,Forest,NPS,YNP,0.0,165,6,3.8,6,19920811,19920822.0,0.01669887876066047,0.05268816480325119,0.02952380546668159,1.3333890033611682,1.324774179720161,26.826226806640648,14.167535400390648,44.351375579833984,77.82356262207031
1992RAINBOW,260,RAINBOW,1992,no,Forest,USF,INF,92.22,3422,828,24.2,287,19920820,19920916.0,0.006307859711082349,0.07067639305091654,0.015720556115712204,1.3713089142834243,1.3649405702437098,24.381341552734398,5.576074218750023,45.700138092041016,72.678955078125
1992RATTLESNAKE,261,RATTLESNAKE,1992,yes,Forest,NPS,KNP,0.0,138,13,9.3,10,19920716,19921018.0,0.014904078523628924,0.0800552046155836,0.030769231043547646,1.3700973376993437,1.3460282836975366,25.191278076171898,12.026818847656273,27.163257598876953,87.655914306640625
1992RUBY,262,RUBY,1992,no,Forest,USF,STF,77.43,1718,1209,70.4,1168,19920907,19920909.0,0.0025527942806332585,0.08580946484590639,0.0060449053151809045,1.3767729915386926,1.3592635033365417,30.587365722656273,12.040612792968773,40.613712310791016,50.62279510498047
1993BUCK_PEAK,267,BUCK PEAK,1993,yes,Forest,NPS,KNP,0.0,836,50,6.0,17,19930622,19931116.0,0.018369471624981863,0.062118377783124415,0.03233038372208148,1.3666939710083292,1.3517010607650761,26.442773437500023,12.323236083984398,20.995288848876953,79.06044006347656
1993ROAD,274,ROAD,1993,no,Forest,USF,ENF,62.05,128,17,13.1,8,19930510,19930512.0,0.01682726428839948,0.0720347010897455,0.02994651498997361,1.3657373714526935,1.338117032473869,23.279565429687523,10.505822753906273,51.26122283935547,45.432373046875
1994BARKLEY,280,BARKLEY,1994,no,Forest,CDF,TGU,71.4,18124,544,3.0,332,19940918,19940925.0,0.006110682908461638,0.08154595397620772,0.017482020297234033,1.3769284627513367,1.3695767655314157,31.645135498046898,13.221368408203148,32.090267181396484,69.19189453125
1994BEAR,281,BEAR,1994,no,Forest,USF,KNF,100.0,834,197,23.6,161,19940721,19940728.0,0.0037289064980091683,0.07489355490325683,0.009960638379141223,1.3701341478227136,1.3025211653490163,37.7574401855469,17.195855712890648,51.829917907714844,66.83780670166016
1994BIG_CREEK,282,BIG CREEK,1994,no,Forest,USF,SNF,99.54,2383,546,22.9,187,19940824,19940902.0,0.006458366551038235,0.07225038708986826,0.01664201450388229,1.3680891982911285,1.335690075350237,24.637536621093773,10.912438964843773,40.65414810180664,68.1695556640625
1994COTTONWOOD,284,COTTONWOOD,1994,no,Forest,USF,TNF,74.15,19621,8780,44.7,4805,19940816,19940901.0,0.003565423578846612,0.07447945946779405,0.009300287518710204,1.3708341869612855,1.3981344765670713,30.642968750000023,8.739984130859398,37.57936477661133,83.2990951538086
1994CREEK,285,CREEK,1994,no,Forest,CDF,TCU,85.25,591,103,17.4,77,19940809,19940816.0,0.008567965920150607,0.0827257114556399,0.019097223825626626,1.3790462187634702,1.3521522378624455,38.60622558593752,19.136804199218773,34.44270324707031,67.91459655761719
1994FOUR_LANE,290,FOUR LANE,1994,no,Forest,CDF,FKU,93.3,90,23,25.8,23,19940730,19940807.0,0.013598707595274326,0.07730248262876134,0.021705400414148004,1.3920585114422097,1.3766468105332623,36.52266845703127,21.310479736328148,36.48750305175781,63.30790710449219
1994HIRSCHDALE,292,HIRSCHDALE,1994,no,Forest,USF,TNF,79.18,445,99,22.2,41,19940811,19940822.0,0.010754236604238233,0.07288450609709049,0.025258047993635006,1.373548028644927,1.3343214902303775,30.929650878906273,8.517022705078148,46.537086486816406,84.21746063232422
1994HORIZON,293,HORIZON,1994,yes,Forest,NPS,YNP,0.0,1337,66,4.9,21,19940531,19940819.0,0.013682605741919493,0.06451626778619357,0.026867028785119162,1.353677347911773,1.3213154021226303,27.401330566406273,12.809533691406273,29.948524475097656,77.10816192626953
1994JACK1,295,JACK #1,1994,no,Forest,USF,KNF,100.0,11305,1252,11.1,154,19940721,19940810.0,0.00899470965731172,0.07582371059268599,0.02195757497392312,1.3741280867623693,1.3468093235707423,36.4987731933594,18.829766845703148,48.172088623046875,65.459014892578125
1994LUCAS4,298,LUCAS #4,1994,no,Forest,USF,SQF,78.79,2808,820,29.2,270,19940627,19940702.0,0.011246724327630003,0.06995318862233725,0.02377647492877344,1.3736408825984094,1.3878827527316582,37.76625976562502,20.871850585937523,30.614700317382812,74.1278076171875
1994SPECIMEN,306,SPECIMEN,1994,no,Forest,USF,KNF,100.0,3432,997,29.0,446,19940918,19941012.0,0.0043378902893529475,0.07520882757320925,0.01087223662933044,1.3721706418511568,1.347811111121441,33.02578125000002,16.344171142578148,31.862014770507812,57.23084259033203
1994SUGARFOOT,307,SUGARFOOT,1994,no,Forest,USF,MNF,86.97,1106,162,14.7,46,19940827,19940910.0,0.0098968174876417191,0.07244791852814048,0.02413856909371993,1.3730248121044164,1.3434707138677502,27.092004394531273,13.712365722656273,45.95939636230469,59.89435577392578
1995CASTLE,313,CASTLE WF,1995,no,Forest,NPS,KNP,0.0,736,17,2.3,3,19951109,19951211.0,0.03447402419192074,0.08303841281439726,0.05719298607416957,1.3784220527844488,1.3683028898648342,20.416802978515648,5.138879394531273,34.782081604003906,87.6932373046875
1995HELESTER,316,HELESTER,1995,no,Forest,USF,TNF,100.0,258,55,21.5,55,19950811,19950816.0,0.006989487566804663,0.06773206398229485,0.01341990967220336,1.3641891736268055,1.3395035928358014,28.412408447265648,16.218713378906273,43.51966857910156,75.345611572265625
1995PONY,320,PONY,1995,no,Forest,USF,KNF,100.0,852,179,21.0,146,19950801,19950815.0,0.0034692196449697126,0.06851628986113474,0.012951805226582623,1.3719834876830521,1.2949439322752607,34.58590087890627,16.695794677734398,42.82099151611328,50.812767028808594
1996ACKERSON,327,ACKERSON,1996,no,Forest,NPS,YNP,18.97,24123,4078,16.9,319,19960814,19960821.0,0.005965859692512192,0.07793709712578513,0.01721248363308055,1.37601134842523,1.3386986700234238,29.970513916015648,14.861444091796898,48.09107971191406,62.04612350463867
1996BIG_ARROYO,333,BIG ARROYO,1996,yes,Forest,NPS,KNP,0.0,1410,48,3.4,7,19960802,19961105.0,0.02474746960920225,0.07246001253120374,0.04444444483175164,1.3703964521712106,1.3506773381729948,23.400079345703148,7.987481689453148,26.970333099365234,87.15586853027344
1996BOREL,335,BOREL,1996,no,Forest,USF,SQF,100.0,1099,130,11.8,71,19960801,19960805.0,0.008830120825338761,0.08056182189541364,0.021124828678611363,1.3728276831250952,1.3494240996100884,34.73507080078127,19.081994628906273,50.70778274536133,83.37354278564453
1996CASTLE_COMPLEX,337,CASTLE COMPLEX,1996,no,Forest,NPS,KNP,0.0,1148,48,4.2,11,19960726,19961105.0,0.01741615442400294,0.07291054057582182,0.032209737055869055,1.3709587351282553,1.3459050248921194,30.458947753906273,15.553338623046898,25.525108337402344,95.22516632080078
1996DIXIE,342,DIXIE FIRE,1996,no,Forest,CDF,LMU,50.68,576,289,50.2,285,19960816,19960823.0,0.0035983270271466978,0.07511757464933641,0.007772610656477478,1.3764463064705617,1.3367643615620797,32.4178405761719,10.841790771484398,40.07178497314453,68.49156951904297
1996FORK,345,FORK,1996,no,Forest,USF,MNF,74.47,33673,12366,36.7,2848,19960811,19960907.0,0.005265034053473389,0.07933841656486151,0.014928314125067281,1.3793050092202113,1.3949187766474247,40.31459960937502,21.761773681640648,32.60821533203125,83.10123443603516
1996HOSPITAL,350,HOSPITAL,1996,no,Forest,NPS,KNP,0.0,119,28,23.3,15,19960728,19960810.0,0.011618711996925862,0.05719731424879071,0.019633227438113066,1.3563772046233413,1.3327445536187694,36.41338500976565,19.562951660156273,41.66780471801758,70.01049041748047
1996ILL,351,ILL,1996,yes,Forest,NPS,YNP,0.0,233,3,1.3,1,19961001,19961023.0,0.03960638575124031,0.09469139483964387,0.06274508889862712,1.3880799473715255,1.3724406239973546,23.377130126953148,5.943109130859398,32.39849853515625,68.486572265625
1996KAWEAH,352,KAWEAH,1996,no,Forest,NPS,KNP,0.0,1824,426,23.4,190,19960813,19960825.0,0.00772050472380233,0.08006630614517536,0.016806253629556598,1.3762849132122954,1.3762893795385789,36.18511352539065,18.382531738281273,42.89117431640625,64.8966064453125
1996KENDRICK,353,KENDRICK,1996,yes,Forest,NPS,YNP,0.0,344,7,2.1,6,19960810,19960817.0,0.01729233767767396,0.06412700099906846,0.031223625694246165,1.3679969762820374,1.3425470985578334,27.371423339843773,13.915856933593773,43.36764907836914,57.35694122314453
1996KIBBIE,354,KIBBIE,1996,no,Forest,NPS,YNP,56.01,118,9,7.8,9,19960814,19961120.0,0.015526403175639893,0.04701763726391237,0.030065345345508716,1.3735872643369484,1.3672802951206913,28.841851806640648,12.432824707031273,32.53260040283203,77.62510681152344
1996MADDALENA,355,MADDALENA,1996,no,Forest,USF,PNF,53.9,1819,408,22.4,83,19960725,19960730.0,0.012945370021673654,0.07121177465260747,0.025680537424582022,1.3710426838860272,1.37173406759062,33.24422607421877,12.981591796875023,61.24030303955078,55.148502349853516
1996ROCK,360,ROCK,1996,no,Forest,USF,SHF,100.0,1042,23,2.2,12,19960813,19960821.0,0.015061874506682229,0.08020423613738942,0.03116217160330297,1.3718957286629307,1.3447454731415656,31.016259765625023,16.642083740234398,42.69268798828125,50.80657196044922
1996ROGGE,361,ROGGE,1996,no,Forest,USF,STF,92.75,8561,470,5.5,147,19960814,19960901.0,0.009720987799841343,0.076279004273256,0.023890478396758497,1.3717557550831854,1.3522158655099037,35.42885742187502,19.102075195312523,41.93154525756836,56.4975471496582
1997AMPHITHEATER,370,AMPHITHEATER,1997,no,Forest,NPS,KNP,0.0,101,2,1.8,1,19970923,19970930.0,0.043757934638144196,0.07280422483351595,0.06666665750599637,1.3849616968156442,1.3801645316540418,25.633691406250023,10.799096679687523,45.848960876464844,53.1141242980957
1997CHOKE,373,CHOKE,1997,no,Forest,USF,SQF,99.93,1592,517,32.5,372,19970806,19970812.0,0.005157848656617296,0.07205661146785496,0.013388638351371713,1.3685690981704457,1.3602364471826411,22.558770751953148,9.995050048828148,57.8542366027832,51.71754837036133
1997HUFFER,377,HUFFER,1997,no,Forest,NPS,LNP,0.0,927,192,20.7,130,19970730,19970817.0,0.005584533143209294,0.052507500277520734,0.012041803516374535,1.3514393529382056,1.317897082496371,29.499169921875023,10.266503906250023,52.368499755859375,65.431488037109375
1997JACKS,378,JACKS,1997,no,Forest,USF,SQF,98.94,2320,1501,64.7,1482,19970808,19970818.0,0.0021499596380849667,0.08448923874762534,0.005641271368321205,1.3783579627992666,1.362623812462547,34.76619873046877,19.381280517578148,32.66267776489258,78.16852569580078
1997MAYBERT,380,MAYBERT,1997,no,Forest,USF,TNF,58.09,206,50,24.4,49,19970521,19970523.0,0.004929005439041735,0.07058916909541514,0.011350058371321414,1.354892009444019,1.3002691476399226,23.356805419921898,7.138116455078148,56.72332763671875,61.397979736328125
1997SUGARLOAF,383,SUGARLOAF,1997,yes,Forest,NPS,KNP,0.0,135,7,5.1,5,19970815,19971026.0,0.013485601238230146,0.09527061451404169,0.03290043785843437,1.3765552234633305,1.3002542319561687,21.662225341796898,7.206567382812523,28.356260299682617,62.27928924560547
1998ROUGH,389,ROUGH,1998,no,Forest,USF,SNF,100.0,379,8,2.0,2,19981020,19981022.0,0.03655654783250257,0.0770314647978453,0.06039216987303452,1.3699738470368998,1.3573198926257486,25.945092773437523,12.581384277343773,33.74943161010742,51.51814651489258
1999BELL_WEST,392,BELL WEST,1999,no,Forest,USF,MDF,79.67,941,84,9.0,46,19990522,19990526.0,0.008070289751143081,0.08283542968344666,0.015433402164925648,1.3816359873848545,1.338755432987673,27.464898681640648,9.350579833984398,56.62405014038086,53.949798583984375
1999BOHEMOTASH,394,BOHEMOTASH,1999,no,Forest,USF,SHF,45.79,2309,195,8.4,37,19990823,19990907.0,0.01334571663443584,0.07372134742023599,0.028768379730315836,1.3758211935101807,1.3522019464476207,38.17363891601565,19.640924072265648,36.09020233154297,65.23677825927734
1999BUCKS,396,BUCKS,1999,no,Forest,USF,PNF,80.83,13893,1377,9.9,107,19990823,19991010.0,0.01027407584676453,0.07281886932340043,0.022204850584527754,1.3695182811891278,1.3507435268260912,32.96114501953127,18.067315673828148,22.837574005126953,108.24090576171875
1999CINDER,398,CINDER,1999,no,Forest,USF,LNF,42.05,298,107,35.9,106,19990817,19990822.0,0.005186572518029832,0.023732403934194207,0.00970818912476383,1.317197867698727,1.3263703347330902,29.926293945312523,10.645898437500023,47.46102523803711,64.75415802001953
1999DEER,400,DEER,1999,yes,Forest,USF,STF,100.0,140,4,2.9,2,19990806,19990806.0,0.029305166566736703,0.06648479434837783,0.04927545105653238,1.357587200400778,1.3495945763946253,10.602136230468773,1.1961914062500227,100.0,NA
1999DEVILSGAP,402,DEVILS GAP,1999,no,Forest,USF,PNF,97.88,606,177,29.3,147,19990822,19990828.0,0.005927592111041083,0.06557117291305994,0.012022968478500255,1.3763175621138517,1.3441918518311238,31.390283203125023,15.515618896484398,42.60898971557617,54.44575500488281
1999EAST,405,EAST,1999,no,Forest,USF,KNF,100.0,475,122,25.8,76,19990724,19990810.0,0.00836945722952865,0.06735040180078775,0.01940371568997412,1.3743008809690105,1.347936215921065,36.86873779296877,12.939904785156273,54.79956817626953,56.949527740478516
1999GUN2,411,GUN II,1999,no,Forest,CDF,TGU,55.92,24609,1032,4.2,348,19990928,19991006.0,0.0051904191627375,0.0705087729580538,0.014748755187868836,1.3680403433938892,1.3512389686673736,29.818231201171898,11.580438232421898,27.192625045776367,84.40838623046875
1999HIGH,412,HIGH,1999,no,Forest,USF,SHF,38.62,1332,105,7.9,30,19990823,19991005.0,0.01310485881723889,0.08441137837104723,0.028701326486513985,1.3804698237215098,1.3650326434858047,37.01003417968752,19.717675781250023,26.464096069335938,93.39957427978516
1999HIRAM,413,HIRAM,1999,yes,Forest,USF,STF,100.0,1118,110,9.8,45,19990810,19990817.0,0.01137617549960589,0.07914243412147241,0.026317235266192604,1.374294516466114,1.3482800252751173,22.700067138671898,6.126611328125023,56.88841247558594,57.696128845214844
1999HORTON2,414,HORTON 2,1999,no,Forest,USF,PNF,97.96,1643,365,22.2,90,19990824,19990907.0,0.010500279527454833,0.06937938728978858,0.02239698502187751,1.371187404708053,1.3545535135471225,28.354211425781273,11.112023925781273,40.436248779296875,61.79709243774414
1999JACKASS,415,JACKASS,1999,no,Forest,USF,SHF,90.91,2217,50,2.3,10,19990823,19990907.0,0.020738305729602374,0.0792763668755172,0.03835125549491122,1.3735771409842983,1.351493713136988,38.52388916015627,19.977655029296898,36.742916107177734,65.8073959350586
1999LOOKOUT,424,LOOKOUT,1999,no,Forest,USF,PNF,92.33,1062,124,11.6,65,19990823,19991010.0,0.007782336137318729,0.06657973200299654,0.020479300654916165,1.3603595428774369,1.323442291451976,31.545831298828148,15.073541259765648,25.196903228759766,101.43351745605469
1999LOST_BEAR,425,LOST BEAR,1999,yes,Forest,NPS,YNP,0.0,868,9,1.0,3,19990711,19991122.0,0.028455068514804775,0.08486822004820331,0.05085910116033775,1.3824856718886258,1.3636964613194527,26.157617187500023,12.950189208984398,22.566444396972656,69.34040832519531
1999LOST_VALLEY,426,LOST VALLEY,1999,no,Forest,NPS,YNP,0.0,363,33,9.0,6,19991106,19991108.0,0.0234343032445291,0.06738204097503869,0.03999999843454806,1.3655716687957784,1.3446435861661712,17.474511718750023,2.5418945312500227,47.829933166503906,66.172698974609375
1999LUNCH,428,LUNCH,1999,no,Forest,USF,SHF,88.54,825,34,4.1,17,19990823,19991005.0,0.014236161526758002,0.0770793275098905,0.032888912527120034,1.3713201120682372,1.3345761845930382,37.70461425781252,19.527551269531273,29.738691329956055,74.76658630371094
1999MEGRAM,429,MEGRAM,1999,no,Forest,USF,SHF,98.26,50779,7042,13.9,618,19990000,19990007.0,0.00635746293866709,0.06886220182912126,0.01621250109374423,1.3653787771136474,1.35078059954913,NA,NA,NA,NA
1999ONION,433,ONION,1999,no,Forest,USF,SHF,99.12,6775,237,3.5,85,19990823,19990901.0,0.010164003896807699,0.07660195370684485,0.02654064034057919,1.3713614976470716,1.336565765104729,39.6008239746094,17.912713623046898,44.03472900390625,52.74724197387695
1999PIDGEN,435,PIDGEON,1999,no,Forest,USF,PNF,95.79,1916,169,8.8,31,19990823,19990917.0,0.011692984162515697,0.07240122911772642,0.023937941881686672,1.3684356534353381,1.3404904395559734,31.208612060546898,16.402093505859398,26.056798934936523,81.61930084228516
1999PILOT,436,PILOT,1999,no,Forest,USF,STF,95.95,1647,734,44.5,348,19990823,19990830.0,0.004830847825930684,0.07347959879683065,0.010792566875858957,1.3689328778804075,1.362046951055012,36.1373229980469,16.758264160156273,49.95070266723633,66.07670593261719
1999REPTILE,440,REPTILE,1999,no,Forest,USF,SHF,95.35,735,134,18.2,24,19990823,19991005.0,0.012738907778982636,0.05574353985991496,0.024193912264849928,1.358846402599019,1.341038399481405,34.72200927734377,18.783105468750023,24.233596801757812,77.63033294677734
1999RICHBAR_CMPLX,441,RICHBAR COMPLEX,1999,no,Forest,USF,SQF,76.87,1027,386,37.6,238,19990908,19990911.0,0.006391886851014111,0.07636524908878223,0.01827857169274918,1.3816122075482724,1.3714415461636713,34.72316894531252,19.143884277343773,49.37807083129883,62.54102325439453
1999SHEEP1,442,SHEEP #1,1999,no,Forest,USF,SHF,52.56,5019,500,10.0,145,19990000,19990007.0,0.00712227678900639,0.08143788063211314,0.01702178167653124,1.3775646985087873,1.3526598479290861,NA,NA,NA,NA
1999SHEEP2,443,SHEEP #2,1999,no,Forest,USF,SHF,78.13,1059,111,10.5,54,19990823,19990919.0,0.00997034246800137,0.077693605236776625,0.01998928792528907,1.3707874574960228,1.3460866092661163,37.23562011718752,20.462091064453148,29.2276611328125,68.75379943847656
1999STAG,446,STAG,1999,no,Forest,USF,PNF,100.0,190,6,3.2,5,19990823,19990906.0,0.027912606858640897,0.06252530545755344,0.04411766297831816,1.3947183545034259,1.3935952597746226,32.94570312500002,15.797357177734398,38.87919235229492,71.75086212158203
