,name,width,area_ha,prop.hs
472,1987MENDENHALL,570,2669.275197,0.279084734
473,1987MENDENHALL,580,2639.977726,0.276021552
474,1987MENDENHALL,590,2610.963001,0.272987932
475,1987MENDENHALL,600,2582.263494,0.269987269
476,1987MENDENHALL,610,2554.071796,0.2670397
477,1987MENDENHALL,620,2526.538801,0.264161002
478,1987MENDENHALL,630,2499.397397,0.261323246
479,1987MENDENHALL,640,2472.541796,0.258515372
480,1987MENDENHALL,650,2445.901885,0.255730049
481,1987MENDENHALL,660,2419.503835,0.252970014
482,1987MENDENHALL,670,2393.322179,0.250232604
483,1987MENDENHALL,680,2367.335891,0.247515621
484,1987MENDENHALL,690,2341.537997,0.244818335
485,1987MENDENHALL,700,2315.905042,0.242138294
486,1987MENDENHALL,710,2290.427049,0.239474456
487,1987MENDENHALL,720,2265.096803,0.236826064
488,1987MENDENHALL,730,2239.91247,0.234192929
489,1987MENDENHALL,740,2214.876331,0.231575288
490,1987MENDENHALL,750,2189.990841,0.228973398
491,1987MENDENHALL,760,2165.253576,0.226387006
492,1987MENDENHALL,770,2140.66188,0.223815833
493,1987MENDENHALL,780,2116.206056,0.221258867
494,1987MENDENHALL,790,2091.882631,0.218715743
495,1987MENDENHALL,800,2067.685448,0.216185819
496,1987MENDENHALL,810,2043.615517,0.213669199
497,1987MENDENHALL,820,2019.676778,0.211166296
498,1987MENDENHALL,830,1995.868805,0.208677066
499,1987MENDENHALL,840,1972.188497,0.206201183
500,1987MENDENHALL,850,1948.634057,0.20373846
501,1987MENDENHALL,860,1925.200288,0.201288354
502,1987MENDENHALL,870,1901.875769,0.198849671
503,1987MENDENHALL,880,1878.657332,0.196422079
504,1987MENDENHALL,890,1855.541571,0.194005222
505,1987MENDENHALL,900,1832.533056,0.191599578
506,1987MENDENHALL,910,1809.637914,0.189205788
507,1987MENDENHALL,920,1786.863407,0.186824611
508,1987MENDENHALL,930,1764.208902,0.18445598
509,1987MENDENHALL,940,1741.685128,0.182101018
510,1987MENDENHALL,950,1719.286139,0.179759103
511,1987MENDENHALL,960,1697.000555,0.177429045
512,1987MENDENHALL,970,1674.861291,0.175114285
513,1987MENDENHALL,980,1652.872825,0.172815292
514,1987MENDENHALL,990,1631.026137,0.170531123
515,1987MENDENHALL,1000,1609.320906,0.168261743
