"","name","buf_width","area_ha","prop.hs"
"199","1988CLEARINGHOUSE",10,29.5415322015052,0.708939986431859
"200","1987BEARCAT",NA,NA,NA
"201","1987SAINT_CLAIRE",NA,NA,NA
"202","1999JACKASS",NA,NA,NA
"203","1996ROCK",NA,NA,NA
"204","2006RALSTON",10,59.3836428721079,0.65393299843262
"205","2009KNIGHT",10,58.0517315536083,0.728012470878942
"206","1999DIVISION",10,8.37099970677639,0.505494815361888
"207","2008ZEIGLER",NA,NA,NA
"208","1987WALLOW",NA,NA,NA
"209","1995WUKSACHI",10,0.559100961237026,0.414148003492665
"210","2009LION",10,1.37364289088151,0.448903729506721
"211","1999YELLOW",NA,NA,NA
"212","2008FOX",10,6.52551086614967,0.697168810813597
"213","2007SAGE",20,2318.46531372095,0.951668885330756
"214","2009FORKS",20,942.216600788803,0.934154850214312
"215","2002BIRCH",20,803.218216442929,0.931786090178689
"216","1992RUBY",20,1191.64022868884,0.925322961801475
"217","2009TENNANT",NA,NA,NA
"218","1997JACKS",20,1450.29827543542,0.921877888164917
"219","2006SAWMILL",20,1873.82173655475,0.911649104825469
"220","2004DEEP",20,761.729508200169,0.901252371285605
"221","2001STREAM",20,762.651195643351,0.86450747920282
"222","2007GOLDLEDGE",20,895.033024776881,0.872581530074364
"223","2014COFFEE_CMPLX",NA,NA,NA
"224","2008GULCH",NA,NA,NA
"225","2014EL_PORTAL",20,881.125595441009,0.864636960311557
"226","2007ANGORA",20,547.007507115655,0.857970188165037
"227","2004SIMS",NA,NA,NA
"228","2008COLD",20,1010.56293067012,0.864527066178703
"229","2009SUGARLOAF",NA,NA,NA
"230","1994PEAK",20,549.43582091067,0.872743652542594
"231","2014LITTLE_DEER",NA,NA,NA
"232","2011MOTOR",20,850.529713740048,0.847031522234106
"233","1999PILOT",20,626.20625248921,0.816552840224441
"234","2002FULLER",20,1060.9141390514,0.793372939853441
"235","2012STAFFORD",NA,NA,NA
"236","1987INDIAN",20,1420.25790371481,0.862377241090236
"237","1989RACK",20,437.956555475569,0.752580312420299
"238","2004STRAYLOR",NA,NA,NA
"239","1985RICH_BAR",20,982.29903377873,0.709604865384613
"240","1987HASLOE_CMPLX",20,937.711471346853,0.813794945692112
"241","1999RICHBAR_CMPLX",20,303.805627818306,0.726251660830491
"242","1998TOM",20,454.339116615491,0.793245048605778
"243","2006BOULDER_CMPLX",20,438.717086948601,0.826629508734939
"244","2008TROUGH",NA,NA,NA
"245","1988HERMIT",NA,NA,NA
"246","1987RIPSTEIN",NA,NA,NA
"247","2001BELL",NA,NA,NA
"248","1997CHOKE",20,456.055990814248,0.805098312823302
"249","1987STRAUSE",NA,NA,NA
"250","1994LUCAS4",20,574.51828531272,0.646565014747381
"251","1994SPECIMEN",NA,NA,NA
"252","1987GULCH_SHF",NA,NA,NA
"253","2008RICH",20,671.604109267655,0.841862435025731
"254","1989LAYMAN",20,466.207335779807,0.760658024910696
"255","2001NORTH_FORK",20,367.879344464064,0.745223022473418
"256","1987FRIENDLY",NA,NA,NA
"257","2006BASSETTS",20,214.263910256509,0.764763796944906
"258","1987QUAKING",NA,NA,NA
"259","2009BACKBONE",NA,NA,NA
"260","1987BLAKE",NA,NA,NA
