"","name","width","area_ha","prop.hs","q","q.name"
"2289","2009BIG_MEADOW",170,64.0854734244427,0.120016988619662,-0.00623768268742205,"-0.0062"
"2290","2009BIG_MEADOW",180,57.6608090345473,0.107985106326145,-0.00623768268742205,"-0.0062"
"2291","2009BIG_MEADOW",190,51.9136413379247,0.0972220156726278,-0.00623768268742205,"-0.0062"
"2292","2009BIG_MEADOW",200,46.6884280750636,0.0874364226638863,-0.00623768268742205,"-0.0062"
"2293","2009BIG_MEADOW",210,41.8997924650247,0.078468436710075,-0.00623768268742205,"-0.0062"
"2294","2009BIG_MEADOW",220,37.3790013015836,0.0700020602815031,-0.00623768268742205,"-0.0062"
"2295","2009BIG_MEADOW",230,33.1305403779125,0.0620456942116093,-0.00623768268742205,"-0.0062"
"2296","2009BIG_MEADOW",240,29.1712863056134,0.0546309444165921,-0.00623768268742205,"-0.0062"
"2297","2009BIG_MEADOW",250,25.4866456667987,0.0477304808639969,-0.00623768268742205,"-0.0062"
"2298","2009BIG_MEADOW",260,22.0749846935701,0.0413412438915826,-0.00623768268742205,"-0.0062"
"2299","2009BIG_MEADOW",270,19.1529844828163,0.0358690261283143,-0.00623768268742205,"-0.0062"
"2300","2009BIG_MEADOW",280,16.6111331542728,0.0311087376312598,-0.00623768268742205,"-0.0062"
"2301","2009BIG_MEADOW",290,14.2737647966791,0.0267313975480344,-0.00623768268742205,"-0.0062"
"2302","2009BIG_MEADOW",300,12.0721444458737,0.0226082814896196,-0.00623768268742205,"-0.0062"
"2303","2009BIG_MEADOW",310,9.99548102690538,0.0187191803157782,-0.00623768268742205,"-0.0062"
"2304","2009BIG_MEADOW",320,8.07501102886167,0.015122592609028,-0.00623768268742205,"-0.0062"
"2305","2009BIG_MEADOW",330,6.42966781190577,0.0120412525237799,-0.00623768268742205,"-0.0062"
"2306","2009BIG_MEADOW",340,4.98701847930335,0.00933951031480267,-0.00623768268742205,"-0.0062"
"2307","2009BIG_MEADOW",350,3.75843661027351,0.00703866601554782,-0.00623768268742205,"-0.0062"
"2308","2009BIG_MEADOW",360,2.86484835622751,0.00536518580879011,-0.00623768268742205,"-0.0062"
"2309","2009BIG_MEADOW",370,2.12858001010783,0.00398632871379734,-0.00623768268742205,"-0.0062"
"2310","2009BIG_MEADOW",380,1.50258120284862,0.00281398047772898,-0.00623768268742205,"-0.0062"
"2311","2009BIG_MEADOW",390,0.976524142939363,0.00182879958104949,-0.00623768268742205,"-0.0062"
"2312","2009BIG_MEADOW",400,0.556001222526005,0.00104125925628211,-0.00623768268742205,"-0.0062"
"2313","2009BIG_MEADOW",410,0.236093434176131,0.000442147361774601,-0.00623768268742205,"-0.0062"
"2314","2009BIG_MEADOW",420,0.0165643447173928,3.10211139156734e-05,-0.00623768268742205,"-0.0062"
"2315","2009BIG_MEADOW",430,0,0,-0.00623768268742205,"-0.0062"
"2316","2009CHALK",0,516.42002888666,1,-0.00634972122678727,"-0.0063"
"2317","2009CHALK",10,440.374121813928,0.852744078813755,-0.00634972122678727,"-0.0063"
