"","name","X","width","area_ha","prop.hs","sdc","sdc.name"
"288","1986CAENF00000082",288,170,0,0,0.00889738977893074,"0.0089"
"289","1986DEER",289,0,1267.290123,1,0.00611190942795152,"0.0061"
"290","1986DEER",290,10,1073.986554,0.847466997,0.00611190942795152,"0.0061"
"291","1986DEER",291,20,911.6200753,0.719345996,0.00611190942795152,"0.0061"
"292","1986DEER",292,30,779.9926627,0.61548074,0.00611190942795152,"0.0061"
"293","1986DEER",293,40,676.6703051,0.533950587,0.00611190942795152,"0.0061"
"294","1986DEER",294,50,592.2987302,0.467374218,0.00611190942795152,"0.0061"
"295","1986DEER",295,60,520.5906773,0.410790448,0.00611190942795152,"0.0061"
"296","1986DEER",296,70,461.3919338,0.36407759,0.00611190942795152,"0.0061"
"297","1986DEER",297,80,410.0830289,0.323590488,0.00611190942795152,"0.0061"
"298","1986DEER",298,90,363.5903802,0.286903822,0.00611190942795152,"0.0061"
"299","1986DEER",299,100,322.0934306,0.25415919,0.00611190942795152,"0.0061"
"300","1986DEER",300,110,284.7449729,0.224688071,0.00611190942795152,"0.0061"
"301","1986DEER",301,120,251.4422453,0.198409378,0.00611190942795152,"0.0061"
"302","1986DEER",302,130,221.5856526,0.17484998,0.00611190942795152,"0.0061"
"303","1986DEER",303,140,195.4702908,0.154242732,0.00611190942795152,"0.0061"
"304","1986DEER",304,150,173.3804378,0.136811954,0.00611190942795152,"0.0061"
"305","1986DEER",305,160,153.9318971,0.121465396,0.00611190942795152,"0.0061"
"306","1986DEER",306,170,136.307694,0.107558397,0.00611190942795152,"0.0061"
"307","1986DEER",307,180,120.5330443,0.095110853,0.00611190942795152,"0.0061"
"308","1986DEER",308,190,106.5450413,0.084073125,0.00611190942795152,"0.0061"
"309","1986DEER",309,200,94.3447715,0.074446072,0.00611190942795152,"0.0061"
"310","1986DEER",310,210,83.53912081,0.065919492,0.00611190942795152,"0.0061"
"311","1986DEER",311,220,73.75497443,0.058198966,0.00611190942795152,"0.0061"
"312","1986DEER",312,230,64.97300757,0.051269245,0.00611190942795152,"0.0061"
"313","1986DEER",313,240,57.46156121,0.045342073,0.00611190942795152,"0.0061"
"314","1986DEER",314,250,50.9110367,0.04017315,0.00611190942795152,"0.0061"
"315","1986DEER",315,260,44.99355589,0.035503753,0.00611190942795152,"0.0061"
"316","1986DEER",316,270,39.60211974,0.03124945,0.00611190942795152,"0.0061"
"317","1986DEER",317,280,34.58611199,0.027291392,0.00611190942795152,"0.0061"
